lon,lat,mlotst,siconc,sithick,so,thetao,uo,vo,chl,fe,no3,nppv,o2,ph,phyc,po4,si,spco2,wind,uvb,swh,sp,ssrd,strd,tp,inorganic,ocean_pollution,plumes_fert,plumes_pest,population,artisanal_fishing,shipping,oil_rigs,night_lights,conc,sea
23.5,-36.25,60.80466874440511,0,0,35.06565729777018,20.59481414159139,-0.03133727522799745,-0.002574047384162744,0.05124993001421293,9.695341759652365e-5,9.589901989481101e-4,0.22874967008829117,228.94331868489584,8.042691230773926,0.7778277297814687,0.08288153198858102,2.6728728612264,39.62857532501221,6.163231367993457,2139916.831642073,2.1882373557529053,102262.83079555935,18189733.44664029,31079344.783971436,6.832807569601083e-4,0,0,0,0,0,0,0,0,0,0.0253036,Indian Ocean
115.5,-21.25,36.84475580851237,0,0,38.85056749979655,20.51124135653178,-0.03586069215089083,0.05655722052324563,0.17333032314976057,0.0022410991077777,0.3161184808705002,2.604634781678518,223.96801376342773,8.076566576957703,1.3814945270617802,0.015032316194871479,2.091020107269287,39.47407754262289,5.6383933176056535,1895497.2103825551,0.5693993024267557,101673.38931011598,17188097.82824744,28823708.146800086,0.0031388043691519354,1.8614533231205618e-4,0.36094831426938373,0.006221599255998929,3.179925988661125e-5,0,0,49.45759836832682,0,0,0.044793072999999996,Indian Ocean
139.75,-38,46.02437873681386,0.09612076256030377,0.08347240328506622,34.212660153706864,11.881216163902232,0.09221241899952778,0.07960658229179292,0.6307370892415444,9.117324167770372e-4,10.05698425792313,9.082809495545614,284.2126105626424,8.084601322809855,2.666917270049453,0.7854049685120117,15.93799024571975,34.592884500821434,8.078751379621934,1446534.517388186,2.29099613670536,100138.41090969216,12251130.966886371,27302805.32451494,0.0041104466122779074,0,0.25619177520275116,0,0,0,0,14.533789873123169,0,0,0.05424971725,Indian Ocean
22.25,-34.25,32.15426460901896,0,0,34.92689323425293,10.073981761932373,0.05870244306667397,-0.03195422375574708,0.5944409022728602,0.0033257432902852693,1.6700791362673044,12.575015743573507,283.0687840779622,8.06035860379537,2.901577884952227,0.1550528216175735,4.177899122238159,36.93234380086263,7.047277467893041,1148409.8376085327,1.3195630539372765,100728.14003280074,10114730.13635945,26196745.81962014,0.0024144240177882254,0.19006885588169098,0.5036540627479553,0.06055452674627304,0.0010529683204367757,27033.66796875,2.337071418762207,334.2494812011719,1,33.163787841796875,0.719615821,Indian Ocean
92,22.5,11.207789553536308,0,0,18.636847310596043,18.874762813250225,0.0012353267399400159,-0.014972821872813964,2.7635032513903246,0.008344117597314632,34.14788530270258,100.3439994653066,275.43456787533233,8.122161395019955,10.92265019317468,0.020880596867856285,49.26292343272103,35.81666792763604,5.143917047585052,1612360.1798178016,0.4666389776824124,101662.62087502447,14102235.227154875,30990261.549940277,0.005077866698794889,0,0,0,0,0,0,22.160767555236816,1,19.04771614074707,7.3571109413333335,Indian Ocean
120.25,-17.75,32.0733846313933,0,0,37.50897136101356,23.20252784093221,-0.04227686618080633,0.032856741760042496,0.204840742990884,0.0030383753667895994,0.11829811315431307,5.166579882558595,218.13722780015732,8.071293529282269,1.6409625995617647,0.005969309783699245,2.567903974117377,38.58693020975488,3.2158158680505364,1861636.2072238412,0.42079111478341713,100478.73420725326,16934851.211713504,28666516.077728014,0.0037578965354270718,0,0.013885261490941048,0,0,0,0,0.1995076760649681,0,0,6.406925349333333,Indian Ocean
127.75,-13.75,36.56022032101949,0,0,38.04726473490397,19.26560950279236,-0.07623382254193227,-0.14321720724304518,0.15760933545728525,0.002529314651231592,0.020024201755101483,4.60525784889857,229.19624964396158,8.091872374216715,1.665695682168007,0.2837562694524725,4.062808871269226,38.932382901509605,7.484601178845078,1960923.162376207,0.8365003878019837,100887.85084641178,17863268.74917024,28389737.475872207,0.0015380460285008026,0,0.25617900490760803,0,0,0,0,14.954394340515137,0,0,0,Indian Ocean
26.75,-41,53.35151116053263,0,0,35.04049746195475,20.535780429840088,0.021927104991239805,0.0025454502319917083,0.05957157195856174,7.919048615197728e-5,0.0013339530123630539,0.2941274071733157,230.0776023864746,8.039663871129354,0.8364654978116354,0.07140161842107773,2.730689366658529,39.6244223912557,6.500319046075171,2040728.4444783542,2.2896249100356774,102327.62117964918,17245721.27602328,31249010.20601707,0.0015206849929337584,0,0,0,0,0,0,0,0,0,0,Indian Ocean
78,8.75,18.206687406596977,0,0,34.53681059780284,27.289460037508583,-0.024925285012575172,-0.04238424042730322,0.3853966539455021,0.003521762732948718,0.4605270812067036,21.41688999565493,206.5730783674452,8.035322569883785,2.3721373864473443,0.08582999071000992,2.913765400266036,39.69785446590848,4.264805873598678,2276891.5471594464,0.8988627421561062,100705.48856666501,18992081.583565257,34951532.603451066,0.003699967365728876,0,0,18.83905601501465,0.01883314922451973,266.9425354003906,0,37.2695426940918,1,8.541138648986816,1.0744589941666667,Indian Ocean
118.25,-53.25,36.59835402170817,0,0,34.734114011128746,27.615423043568928,0.19511944109884402,0.04842744263199469,0.17362282673517862,1.326279796861248e-5,3.118778626124064,7.4430679480234785,205.95684941609701,8.007069031397501,1.3462064762910206,0.5313502997159958,2.6679579416910806,42.661502838134766,7.254296370021059,2284788.58248516,2.254231500731776,101053.02677566193,18214838.249531098,36067712.217217535,0.010928240429181845,0,0,0,0,0,0,0,0,0,0,Indian Ocean
83.75,5.75,33.49410086207919,0,0,35.949700673421226,25.86997938156128,0.08131298323213641,0.03604666479319955,0.16289427772992188,0.001453784688945032,0.08077546212330668,6.387286886572838,207.92054155137805,8.05385192235311,1.3788744625118043,0.029284847150746727,2.5793254706594677,38.14285712771945,7.305538590684355,2311529.497993377,1.6397542532683564,100938.66683393322,19477185.456396904,33694235.625807695,0.004149641807371872,0,0.5267746448516846,0,0,0,0,291.1070048014323,0,0,0.19526673866666666,Indian Ocean
24.25,-37.5,51.326377391815186,0,0,35.02107938130697,20.348154544830322,-0.035275613772682846,-0.014867018269190643,0.048938850251336895,7.94977222540183e-5,0.0010083990152149151,0.22177040266493955,231.01376978556314,8.034682591756185,0.7790450851122538,0.10554738342761993,2.9214346011479697,40.21031252543131,6.254539896699178,2087472.863564921,2.224813487462473,102285.55417111138,17723479.480120413,31060055.137737222,8.067566935951049e-4,0,0,0,0,0,0,0,0,0,0.584679156,Indian Ocean
72,-51,34.39373207092285,0,0,34.60141118367513,27.138500849405926,-0.14622257401545843,0.053659224281242736,0.1535996968547503,8.982535291579552e-6,1.061765732942149,6.197768847147624,205.57919565836588,8.043487310409546,1.4401576022307079,0.3684269314010938,2.1097870767116547,38.36556466420492,8.34947794341345,2468449.7359193075,2.3627418683083756,101120.69353640392,20067480.66897197,35381631.434329525,0.006508085343127573,0,0,0,0,0,0,0,0,0,0,Indian Ocean
47.75,-14.25,18.147135104888527,0,0,34.68466017796443,28.378099722739975,-0.002446487320039291,-0.030588509689550847,0.1151711463641662,0.00235088023421271,0.18890787436229847,3.5909765737179,202.7753708668244,8.02775364044385,1.4293833906069777,0.0034131970498539233,4.568984290728202,39.750241695306244,5.0310006523179736,1081047.3145438172,0.5957620626389404,99872.63370703282,9419465.14713505,26611426.844313808,0.0024516262368604624,0.024665592238307,0,0.004754786845296621,0,0,0,0,0,0,0.476295452,Indian Ocean
47.75,-13.75,38.29354286193848,0,0,36.6633555094401,25.808940569559734,-0.06555063789710402,0.014880156784784049,0.07272386737167835,7.950514797509337e-4,7.423203157183403e-4,0.982389027873675,210.31996154785156,8.044104178746542,1.1700840890407562,0.0037864960613660514,2.3378027081489563,38.880653381347656,7.981044806264915,2437696.523461462,2.1353237675292425,101609.60565785438,20433519.943707775,34176074.91403313,0.0011050830598696205,0.1819276511669159,0,0.008829127997159958,6.516558933071792e-4,0,0.27555444836616516,0,0,0,0.050792394,Indian Ocean
95.75,-54.75,37.06239263216654,0,0,34.690491358439125,27.550889650980633,0.12938528899879506,0.03790154415522314,0.16318324704964957,1.0142198789253598e-5,2.2417476500074067,6.753093004226685,205.55541229248047,8.023937543233236,1.374220867951711,0.4641271010041237,2.4332025746504464,40.581990242004395,7.576281686890991,2305186.3580180975,2.309413444614068,101077.26024895636,18461847.012800924,35926517.571104124,0.010829388818504182,0,0,0,0,0,0,0,0,0,0,Indian Ocean
43.5,-19.75,28.35979946454366,0,0,34.661032358805336,9.993312080701193,0.01837660859261329,-0.033286279921109475,0.5622835656007131,0.0028205833320195475,1.5953027087574203,9.605452636877695,282.8318049112956,8.053062359491983,2.796886016925176,0.15031698182428954,3.5062319338321686,37.344756762186684,7.0831610749102,1162823.956418903,1.1581479244236232,101108.10938855074,10194339.460394043,26475564.672519952,0.002282621870218012,0,0,0,0,0,0,0,0,0,0.352190662,Indian Ocean
85.75,6,28.874716573291355,0,0,35.77847067515055,26.015241781870525,4.529744296127725e-4,0.013628371169842364,0.14264526528616747,0.0015198449400486425,0.05918376471122934,4.49567547109392,208.00474463568793,8.055240763558283,1.3006681866115994,0.025179310864384914,2.903555042213864,37.91043843163384,6.9365764162519925,2239371.932186837,1.6299335383675733,100972.34441056891,18760906.059864722,33844333.18556766,0.00537501204224171,0,0.43956229090690613,0,0,0,0,105.83450063069661,0,0,0.229971217,Indian Ocean
23.25,-36,59.749208768208824,0,0,35.09502855936686,20.658148447672527,-0.023766566038830206,0.0017428472250079115,0.052178364557524524,1.0029475803700431e-4,9.208042999186242e-4,0.23402462775508562,228.58574549357095,8.045175790786743,0.7850355903307596,0.07848593934128682,2.596663256486257,39.39272658030192,6.164049722541879,2150365.038438649,2.1882373557529053,102260.38587540502,18287596.160964128,31070766.455718238,6.928470418644007e-4,0,0,0,0,0,0,0,0,0,0.043052011,Indian Ocean
38,-47,35.355027198791504,0,0,34.60664367675781,26.789238770802815,-0.16901833191514015,0.03367384116669806,0.14009539286295572,9.568356896731226e-6,0.6938677835957302,5.149677991867065,207.11959330240884,8.04562004407247,1.3642466564973195,0.3563212553660075,2.0282355546951294,38.09805711110433,8.77150090417227,2536252.915874445,2.4052404383328856,101190.08612313723,20792554.416007653,35018374.00981312,0.0031366785280620914,0,0,0.014361703768372536,2.7969747316092253e-4,0,0,0,0,0,0.026281647000000002,Indian Ocean
-2.75,57.75,16.848324298858643,0,0,35.00350570678711,14.6983691851298,0.02103968181957801,-0.01807500534535696,1.2342363769809406,0.0042516442481428385,2.090757042169571,23.800589481989544,267.08258565266925,8.039157629013062,5.196391701698303,0.045696672609968424,4.009279151757558,39.264076232910156,7.180222884077553,1538304.2138769778,1.8150178264722394,101631.32230157818,13633544.06660011,28001533.345408674,0.002777411383878771,2.8456456661224365,0.875128984451294,12.773924827575684,0.18290452659130096,0,0.36511221528053284,781.4647216796875,0,0,0.135747153,North Atlantic Ocean
-5.5,58,32.23171011606852,0,0,35.22967497507731,22.74171717961629,0.06583310694744189,0.0010815953913455207,0.06869998884697755,1.579164788078439e-4,0.0015692835634884734,0.5839508436620235,222.64130783081055,8.033519347508749,0.9852660397688547,0.07345885317772627,2.1073773205280304,40.59842268625895,6.778658787029277,2125925.9753711866,2.3586023398885425,102031.06674681176,17919102.648878507,32196938.66266614,0.0022388649744520925,0.2503160238265991,0.9007421135902405,2.259044885635376,0.032955773174762726,0,0.046263448894023895,259.1697998046875,0,0,0.099501008,North Atlantic Ocean
-8,36.75,38.968905210494995,0,0,34.89081732432047,10.210476636886597,0.05474911086882154,0.05452338823427757,0.6670719608664513,0.0034639362905484936,1.5943868334094684,12.363399078448614,282.8189163208008,8.056595007578531,2.8961517363786697,0.17004441221555075,4.195253551006317,37.49148495992025,6.3797729412303825,1032215.5733447268,0.9580913121337906,100314.6608890531,8904433.213287616,26678013.219295368,0.004947895136607596,1.1122242212295532,0.7081217169761658,0.882958710193634,0.056400787085294724,0,0,1958.6300048828125,0,0,0.395046946,North Atlantic Ocean
-4.5,54.5,38.016821543375656,0,0,33.79374361038208,8.098676075538,0.00916362136680012,0.04403597774216905,0.6009309800962607,0.0034228568062341464,1.409125955348524,10.654952859782497,299.7096811930338,8.069368441899618,2.8204340686400733,0.11370049292842546,7.189031173785527,35.56149546305338,5.633545186871823,941222.8245311519,1.3441486752879042,100117.59313367217,8506488.853004228,24554158.251829866,0.0038559214301253485,0.12395738065242767,0.55029296875,0.21429450809955597,0.00310428102966398,0,0.04045064002275467,371.2616271972656,0,0,0.469460532,North Atlantic Ocean
-6.5,55.5,33.7682417233785,0,0,36.5391534169515,20.270164012908936,0.05276967522998651,-0.0027466766186989844,0.058359854854643345,2.4459684573230334e-4,0.0026889343668396273,0.4498030332227548,232.86466344197592,8.019550283749899,0.9447654734055201,0.022450380648175877,1.2501560946305592,42.32678731282552,6.578385110270069,1928905.960416889,2.283340593969748,102246.07590156053,16386226.904140491,31086578.401309263,0.0011109291228666833,0.033164720982313156,0.6384445428848267,0.15973025560379028,0.0022449682001024485,0,0,946.82037353515625,0,0,0.376838735,North Atlantic Ocean
-6.5,56.25,33.07781950632731,0,0,36.83917744954427,23.01205523808797,-0.06259821339820822,-0.013122808702367669,0.08672598470002413,7.04193773951071e-4,0.00440866471035406,1.9962873508532841,221.39643351236978,8.010737856229147,1.0742494414250057,0.05237010788793365,0.8644802073637644,43.52123610178629,7.298983488089422,2406908.522301741,2.041465035724333,101781.6129816534,21035370.52380488,31098031.62876083,1.14086805154875e-4,0,0.6268596053123474,6.51276350254193e-5,0,0,0,805.16619873046875,0,0,0,North Atlantic Ocean
-64.5,32.25,26.12721625963847,0,0,38.83141040802002,23.226234912872314,0.0989729681944785,0.05095795006491244,0.13928795978426933,0.005075649707578123,0.10967929715601106,4.213349521160126,214.82994079589844,8.061707377433777,1.629001388947169,0.008909663942480014,2.2032803197701774,39.13281122843424,3.010284883283285,2162622.2577327453,1.8484450106976045,101683.31280956592,19434798.732167825,30164199.452052146,0.001070183835311378,0,0.211715966463089,0,0,0,0,5.001511096954346,0,0,3.604952342,North Atlantic Ocean
-23,36.5,40.80259631841611,0,0,36.35913729056334,19.641581144088356,0.010858867197827915,-0.013786259832648704,0.06936982140327111,1.2938215996445462e-4,0.004084182817351598,0.6340297382229413,234.98169502845178,8.030069773013775,0.9388148945111495,0.026476288960577965,1.1684173494577408,41.18872674306233,3.3818674455121096,995890.3704698393,0.5721619301355141,97360.1187013733,8648578.969569502,26941901.144100428,0.005244272815216419,0,0.45961079001426697,0,0,0,0,139.59291076660156,0,0,1.572187256,North Atlantic Ocean
-5.75,56.25,33.477968056996666,0,0,37.02415625254313,22.375476201375324,0.021519302264399204,0.005515046522911386,0.06259219441562891,9.811811226730545e-4,0.0014931414043530822,0.6004440312584242,221.30839411417642,8.021510998407999,1.00960178176562,0.015348711865954101,1.1929477254549663,42.513875325520836,6.888690275857981,2375018.8789159656,1.9986487193818825,101882.64571156043,20883719.107564285,30408473.14522963,1.7573619676029828e-4,0.8881068825721741,1.1995004415512085,6.325438022613525,0.09033318608999252,0,0.28338423371315,806.0040283203125,0,0,0.11271222,North Atlantic Ocean
-5,56,46.69362243704307,0,0,35.703587918709495,13.559498507242937,0.006194201920560516,0.024313680641614318,0.5394491122360939,0.0027285977330174876,1.3453756394014,8.938480332463932,264.6181508088723,8.053134397627453,2.572090268923113,0.1121886221408211,3.816560970690961,38.2822877963384,4.002654466874525,1754776.1865319759,0.9652472664364738,100630.88704158818,15542886.399189094,30694861.793196112,0.0036718258061628224,77.61621278524399,1.0340319201350212,19.028102733194828,0.2725246128975414,3490.093668937683,8.884328007698059,950.4211587905884,0.9375,14.260124504566193,0.4811042154375,North Atlantic Ocean
-14.5,58,41.797351678212486,0,0,36.57949765523275,20.83830499649048,-0.03295326721854508,0.015017036891852817,0.05944311370452245,3.4651069654501043e-4,0.0024579679399418333,0.4761316180229187,231.08169809977213,8.027800798416138,0.9032788574695587,0.029868066155662138,1.082642490665118,41.298842112223305,6.759613444811463,1953304.4366654966,2.175748160200531,102304.61016643193,16679559.397388056,31084120.826188076,0.0016505384528382832,0,0,0,0,0,0,0,0,0,0,North Atlantic Ocean
-62.75,31.5,24.075872898101807,0,0,38.95074907938639,23.159318765004475,0.06025010554973657,0.05209132811675469,0.30818965658545494,0.004237458284478635,0.07763802058373888,14.488202095031738,217.45754877726236,8.058764338493347,2.06446972489357,0.059920652265039585,2.3287891348203025,40.0544236501058,3.46338051825945,2113819.5071185506,0.694494262542515,100038.09727394818,19115696.746747214,29790230.709554728,0.0012306848375944594,0,0.27664288878440857,0,0,0,0,18.00787925720215,0,0,2.612371688,North Atlantic Ocean
-5.75,56.5,26.35332497266623,0,0,34.75607672715799,10.842338212025473,0.017913740407429476,0.017282137707367765,0.7080762636107512,0.002961679718842228,1.1090221690157285,10.455087513113632,279.6524808834761,8.056463628243177,3.011227909380045,0.144505085281521,4.606859464675953,37.32668444437858,5.638070935510821,2407279.601788412,1.2754404471766274,101610.18093318482,21342763.751869086,29724942.676146623,2.953147580639186e-4,0.34909161925315857,1.2157800197601318,8.170422554016113,0.11729054152965546,47.320220947265625,0.26980409026145935,984.9451904296875,0,0,0,North Atlantic Ocean
-41.75,54,40.469541708628334,0,0,34.63682746887207,25.740123748779297,-0.07482086222929259,0.041275503569825865,0.08008057996630669,4.937947014695965e-4,7.399224074712644e-4,1.3265322397152584,211.2987963358561,8.0418853759765625,1.195918008685112,0.21730141465862593,1.6948373516400654,38.84827423095703,6.750636343401504,2387305.088794958,2.3179396374787986,101667.13319089754,20090693.663905628,33455773.55681616,0.0023791704863816744,0,0,0,0,0,0,0,0,0,0.19583254,North Atlantic Ocean
-6,55.25,45.96381894747416,0,0,35.29911136627197,13.53796641031901,0.0064836284921814995,0.002380379752139561,0.47192469984292984,0.001245460565163133,0.5900384228055676,6.355695346991221,265.0653699239095,8.028709610303244,2.181482583284378,0.09709359286352992,2.5178689857323966,40.24740409851074,8.239892829792977,1480868.067080707,2.5597181065715096,101621.61453037715,13075614.109075721,27970373.147645716,0.002639763173311492,0.15330848097801208,0.7310268878936768,0.09133567661046982,0.0012995792785659432,0,0,2492.341064453125,0,0,0.478899904,North Atlantic Ocean
3.75,51.75,13.88628847171099,0,0,32.699596466162276,12.156172376412611,0.01923610112881318,0.033523148783084863,1.6592275255765665,0.005306390951423405,5.9708372453848515,38.11633884601104,279.08079607058795,8.038696454121517,7.1088759058561095,0.08077268786385106,4.736411256667896,38.813732171669976,4.157890745020025,1039440.0271008497,0.5721619301355141,99356.75555446839,9077559.206339082,26975843.502377935,0.0044628490612752805,4.1027655601501465,0.7288891077041626,3.4922006130218506,0.08738338202238083,0,0,2318.226318359375,0,0.00414626020938158,0.139687136,North Atlantic Ocean
-15,40,42.648960492549804,0,0,36.023601556435615,17.670966943105064,-0.0018886578619073519,-0.019499689086492602,0.15204407556507832,7.189159642178148e-5,0.20455975560113218,3.128487405868677,244.46155841533954,8.044610378069756,1.2126986739727168,0.04222286793176467,1.0765951245259016,39.40403745113274,5.795071015694396,1012003.3375551245,0.5446592210604625,100190.40141767991,8736471.344659718,27281463.834901243,0.004382244253285432,0,0.39724600315093994,0,0,0,0,68.60648345947266,0,0,2.970546641,North Atlantic Ocean
-3.75,54.5,21.7944331963857,0,0,37.0640188852946,17.986203273137413,0.02493448959042628,-0.0753639746629536,0.4363321326673031,0.002719432212567578,0.7511496404185891,14.267447660366695,245.0010814666748,8.048441867033642,2.595530974368254,0.05386768594432093,1.8623253156741462,39.8012097676595,4.950454725855131,1981060.0226450793,0.7575051226473908,101027.53488758218,17957833.58205526,27996548.64115344,0.0012826793675835143,0.16867700964212418,0.7774110436439514,0.15467935800552368,0.002205904573202133,0,0,319.0254211425781,0,0,5.141584648,North Atlantic Ocean
-6,58.5,17.795175234476726,0,0,34.40429210662842,13.299550692240397,0.026383469463326037,0.06814488209784031,1.2449764808019002,0.0032618385545598962,0.6156381890177727,20.584699869155884,272.0451469421387,8.04599436124166,5.209781487782796,0.20180783793330193,5.5546528895696,38.05365880330404,7.5698340449943355,1410160.0305189749,1.0435494559218736,101602.84617272182,12610689.521120325,27616343.22216924,0.0036024148801616744,2.25698939175345e-4,0.47238409519195557,1.3688523904420435e-4,0,0,0.0427427776157856,152.4818878173828,0,0,0.529497281,North Atlantic Ocean
-9,42,22.375933616589275,0,0,35.571697063935105,15.93318589528402,0.0017856770424166308,-0.06895947873440142,0.6388603911663477,0.0011339909826160576,0.7464772153239791,19.752608445210335,257.53105779794544,8.060147774525179,3.4006650799360036,0.07911792855702515,1.5704036458180501,37.37730615566938,4.334357744006966,1971835.2185311215,2.3031800494324237,101311.9725837724,17590183.714058638,29103500.755879987,0.0021688893719114567,34.82128143310547,0.8193596005439758,116.681396484375,2.0861711502075195,0,0.5384575724601746,3275.44921875,0,0.6164239645004272,0.299156574,North Atlantic Ocean
-70.25,47.25,33.319393157958984,0,0,32.5658016204834,13.839972972869873,-0.04198764462489635,-0.021947389002889395,0.19139084468285242,1.7623654230192187e-5,1.8140997464458148,3.8445778290430703,266.2344830830892,8.027292609214783,1.4816200931866963,0.3830091580748558,3.967417001724243,39.41909249623617,7.305108747891245,1591339.5898860113,2.478295612599317,101845.39663391499,13658393.219766978,28445798.010240387,0.0022161893361604458,2.9843807220458984,0.5464848279953003,1.8618172407150269,0.035269759595394135,472.68096923828125,24.828645706176758,354.23565673828125,1,8.96680736541748,0.18215048,North Atlantic Ocean
-6.75,36.75,49.04451537132263,0,0,39.105581283569336,20.22623308499654,-0.010365822080833217,-0.024140434611278277,0.2040680026014646,0.0019109913943490635,0.10354066678943734,5.081456984082858,227.41764195760092,8.078785339991251,1.6368888914585114,0.09695769908527534,2.4682214657465615,39.26211484273275,6.029889173846073,2012619.1733630383,0.7256334017006607,101211.73085744471,18253287.968011517,28938333.159999542,0.001838852542713464,0.001826117979362607,0.6998023986816406,0.00189681863412261,2.6467994757695124e-5,0,0,1877.490478515625,0,0,0,North Atlantic Ocean
-64.75,32,26.12721625963847,0,0,38.83141040802002,23.226234912872314,0.0989729681944785,0.05095795006491244,0.13928795978426933,0.005075649707578123,0.10967929715601106,4.213349521160126,214.82994079589844,8.061707377433777,1.629001388947169,0.008909663942480014,2.2032803197701774,39.13281122843424,3.010284883283285,2162622.2577327453,1.8484450106976045,101683.31280956592,19434798.732167825,30164199.452052146,0.001070183835311378,0,0.2470395565032959,0,0,0,0,14.39948844909668,0,0,4.216013511,North Atlantic Ocean
